,Applicant Country,Applicant Number,Assignee Location,Assignee Name,Family ID,Fields,File Date,Patent Date,Patent Number,Title (Patent Number),fetched
0,,"10/990,076",,,35508931,A61M 16/0683 (20130101),"November 16, 2004","January 3, 2006","6,981,503",#6981503,True
1,,"10/643,156","Fargo, ND","Reechcraft, Inc.",34193809,E04G 1/20 (20130101); E04G 1/38 (20130101); Y10T 74/19828 (20150115); Y10T 74/19819 (20150115),"August 18, 2003","January 3, 2006","6,981,573",#6981573,True
2,,"10/290,286","Blythewood, SC",Siemens Diesel Systems Technology,32654198,F02M 51/005 (20130101); F02M 51/06 (20130101); F02M 61/168 (20130101); H01R 43/24 (20130101); H01R 13/533 (20130101),"November 8, 2002","January 3, 2006","6,981,662",#6981662,True
3,,"10/614,424","Oklahoma City, OK","Kerr-McGee Chemical, LLC",31715696,C09C 1/3615 (20130101); C09D 17/008 (20130101); C01P 2006/60 (20130101),"July 7, 2003","January 3, 2006","6,981,666",#6981666,True
4,,"10/625,619",,,35508952,B25H 3/04 (20130101),"July 23, 2003","January 3, 2006","6,981,677",#6981677,True
5,,"10/617,730","Kosai, JP","Fuji Kiko Co., Ltd.",29997190,B60N 2/071 (20130101); B60N 2/0715 (20130101); B60N 2/0825 (20130101); B60N 2/0843 (20130101),"July 14, 2003","January 3, 2006","6,981,681",#6981681,True
6,,"10/431,355",,,26910855,B29C 45/2606 (20130101),"May 6, 2003","January 3, 2006","6,981,858",#6981858,True
7,,"10/980,409","New York, NY",RailWorks Corporation,35508987,B24B 19/004 (20130101); E01B 31/17 (20130101),"November 3, 2004","January 3, 2006","6,981,907",#6981907,True
8,,"11/160,277","Carlsbad, CA",Callaway Golf Company,34590425,A63B 53/007 (20130101); A63B 53/02 (20130101); A63B 60/00 (20151001); A63B 2053/0416 (20130101); A63B 2053/0408 (20130101); A63B 53/0487 (20130101),"June 16, 2005","January 3, 2006","6,981,922",#6981922,True
9,,"10/241,915","Middletown, VA","Stowe Woodward, L.L.C.",31991286,D21F 3/105 (20130101); D21F 3/06 (20130101),"September 12, 2002","January 3, 2006","6,981,935",#6981935,True
10,,"11/002,730","Wadsworth, OH","No-Burn Investments, L.L.C.",35509008,C09K 21/04 (20130101); C09K 21/10 (20130101); C09K 21/14 (20130101),"December 2, 2004","January 3, 2006","6,982,049",#6982049,True
11,,"10/424,387","Fort Scott, KS","Ward/Kraft, Inc.",33299347,B32B 7/12 (20130101); B32B 7/14 (20130101); B42F 7/02 (20130101); G09F 7/04 (20130101); B41M 5/508 (20130101); B32B 3/26 (20130101); B32B 38/145 (20130101); Y10T 428/1481 (20150115); Y10T 428/24917 (20150115); Y10T 428/14 (20150115); Y10T 428/1495 (20150115); Y10T 428/24777 (20150115); Y10T 428/1486 (20150115); Y10T 428/24802 (20150115); Y10T 428/149 (20150115); Y10T 428/192 (20150115); B41M 5/41 (20130101); B41M 5/42 (20130101); B41M 5/504 (20130101); B41M 5/506 (20130101); B41M 5/52 (20130101); B32B 2439/00 (20130101); B32B 2307/208 (20130101),"April 28, 2003","January 3, 2006","6,982,114",#6982114,True
12,,"10/402,196",N/A,"Taiwan Semiconductor Manufacturing, Co., LTD",32989642,G03F 1/72 (20130101),"March 28, 2003","January 3, 2006","6,982,134",#6982134,True
13,,"10/146,066","Foster City, CA",Applera Corporation,29418728,B01L 7/52 (20130101); G01N 21/253 (20130101); G01N 21/6452 (20130101); B01L 2300/046 (20130101); B01L 2300/0654 (20130101); B01L 2300/0829 (20130101); G02B 3/0056 (20130101); G02B 3/08 (20130101),"May 16, 2002","January 3, 2006","6,982,166",#6982166,True
14,,"10/617,843","Durham, NC","Cree, Inc.",30118573,H01L 29/66462 (20130101); H01L 29/7787 (20130101); H01L 29/2003 (20130101),"July 11, 2003","January 3, 2006","6,982,204",#6982204,True
15,,"10/278,530","Boise, ID","Micron Technology, Inc.",25172048,C23C 16/401 (20130101); C23C 16/4485 (20130101); C23C 16/45523 (20130101); H01L 21/02129 (20130101); H01L 21/022 (20130101); H01L 21/02271 (20130101); H01L 21/31116 (20130101); H01L 21/31625 (20130101); H01L 21/76801 (20130101); H01L 21/76802 (20130101); H01L 21/76832 (20130101); H01L 21/76834 (20130101); H01L 21/76897 (20130101); Y10S 438/935 (20130101),"October 22, 2002","January 3, 2006","6,982,228",#6982228,True
16,,"09/674,877",,,7867085,C07D 493/04 (20130101); Y02P 20/55 (20151101),"May 7, 1999","January 3, 2006","6,982,280",#6982280,True
17,,"10/764,941","Houston, TX","Equistar Chemicals, LP",34795379,C08F 10/00 (20130101); C08F 10/00 (20130101); C08F 4/6592 (20130101); C08F 10/00 (20130101); C08F 4/7052 (20130101); C08F 4/65912 (20130101); C08F 210/16 (20130101); C08F 210/16 (20130101); C08F 210/14 (20130101); C08F 2500/09 (20130101),"January 26, 2004","January 3, 2006","6,982,305",#6982305,True
18,,"10/399,165","Osaka, JP",Takeda Pharmaceutical Company Limited,18801004,C07C 303/40 (20130101); C07C 303/44 (20130101); C07C 311/14 (20130101); C07C 311/51 (20130101); C07C 303/40 (20130101); C07C 311/51 (20130101); C07C 303/40 (20130101); C07C 311/14 (20130101); C07C 303/44 (20130101); C07C 311/14 (20130101); C07B 2200/07 (20130101); C07C 2601/16 (20170501),"October 17, 2001","January 3, 2006","6,982,344",#6982344,True
19,,"10/701,942","Pune, IN",Emcure Pharmaceuticals Limited,35509031,C07C 231/12 (20130101); C07C 231/18 (20130101); C07C 235/34 (20130101); C07D 303/22 (20130101),"November 5, 2003","January 3, 2006","6,982,349",#6982349,True
20,,"10/182,011",,,7936290,A61F 13/84 (20130101); A61F 2013/8473 (20130101),"January 22, 2001","January 3, 2006","6,982,360",#6982360,True
21,,"10/834,546","Scott, MS","D&PL Technology Holding Company, LLC",33491098,A01H 5/10 (20130101),"April 28, 2004","January 3, 2006","6,982,370",#6982370,True
22,,"10/739,632","Dallas, TX",Texas Instruments Incorporated,34677661,G10H 1/125 (20130101); G10H 2240/061 (20130101),"December 18, 2003","January 3, 2006","6,982,377",#6982377,True
23,,"10/633,595","Kyoto, JP",Omron Corporation,31185122,G01V 8/12 (20130101),"August 5, 2003","January 3, 2006","6,982,410",#6982410,True
24,,"10/681,947","Alpharetta, GA","Siemens Energy & Automation, Inc.",34422399,H01J 49/38 (20130101),"October 9, 2003","January 3, 2006","6,982,417",#6982417,True
25,,"10/857,378","Washington, DC",The United States of America as represented by the Secretary of the Navy,35509043,G21F 5/02 (20130101); G21F 5/015 (20130101),"May 27, 2004","January 3, 2006","6,982,430",#6982430,True
26,,"10/179,079","Salem, NH",AmberWave Systems Corporation,29734849,H01L 21/2807 (20130101); H01L 29/161 (20130101); H01L 21/28518 (20130101); H01L 29/1054 (20130101); H01L 29/665 (20130101); H01L 29/45 (20130101); H01L 29/49 (20130101); H01L 29/7848 (20130101); H01L 29/165 (20130101); H01L 29/7842 (20130101); H01L 21/28052 (20130101); H01L 29/0847 (20130101); H01L 21/324 (20130101); H01L 21/28255 (20130101); H01L 29/6659 (20130101),"June 25, 2002","January 3, 2006","6,982,474",#6982474,True
27,,"10/709,579","Springdale, AR",Alto U.S. Inc.,33449504,A47L 11/40 (20130101); A47L 11/4097 (20130101); H02K 5/10 (20130101); H02K 5/20 (20130101); H02K 9/06 (20130101),"May 14, 2004","January 3, 2006","6,982,509",#6982509,True
28,,"10/943,061","Mesa, AZ","Enertron, Inc.",34397031,F21V 29/004 (20130101); F21K 9/233 (20160801); F21V 29/773 (20150115); F21Y 2105/10 (20160801); F21Y 2115/10 (20160801); Y10S 362/80 (20130101),"September 16, 2004","January 3, 2006","6,982,518",#6982518,True
29,,"09/964,270","Oak Ridge, TN",UT-Battelle LLC,26983681,B82Y 30/00 (20130101); D01F 9/127 (20130101); G01N 27/308 (20130101); H01J 9/025 (20130101); H01J 1/3042 (20130101); G01N 33/48707 (20130101); H01J 2201/30469 (20130101); Y10S 977/939 (20130101),"September 26, 2001","January 3, 2006","6,982,519",#6982519,True
30,,"10/735,337",,,46300517,G05F 1/70 (20130101),"December 12, 2003","January 3, 2006","6,982,547",#6982547,True
