,Applicant Country,Applicant Number,Assignee Location,Assignee Name,Family ID,Fields,File Date,Patent Date,Patent Number,Title (Patent Number),fetched
0,,"08/843,984",,,10792266,F16B 2/10 (20130101); G03D 13/10 (20130101); Y10T 24/44453 (20150115); Y10T 24/44479 (20150115); Y10T 24/44444 (20150115); Y10T 24/44376 (20150115),"April 17, 1997","January 5, 1999","5,855,046",#5855046,True
1,,"08/890,275","Castor, LA","Warren Outdoor Products, Inc.",25396492,B62H 3/00 (20130101); Y10T 70/5009 (20150401); Y10T 70/5876 (20150401),"July 9, 1997","January 5, 1999","5,855,129",#5855129,True
2,,"08/907,376",,,25423990,B23D 61/125 (20130101); B23D 61/128 (20130101); Y10T 83/9454 (20150401); Y10T 83/9319 (20150401),"August 7, 1997","January 5, 1999","5,855,158",#5855158,True
3,,"08/982,418","Miyagi-ken, JP","Tohoku Ricoh Co., Ltd.",26360213,B41L 13/06 (20130101); B41N 1/242 (20130101),"December 2, 1997","January 5, 1999","5,855,169",#5855169,True
4,,"08/706,595","Tokyo, JP",Isuzu Motors Limited,17300568,H02K 49/043 (20130101),"September 5, 1996","January 5, 1999","5,855,256",#5855256,True
5,,"08/687,315",,,24759967,A61B 17/115 (20130101); A61B 17/1155 (20130101); A61B 17/3415 (20130101); A61B 2017/2905 (20130101); A61B 2090/3614 (20160201); A61B 2090/306 (20160201),"July 25, 1996","January 5, 1999","5,855,312",#5855312,True
6,,"08/727,044","Treviso, IT",Tecnica SPA,11419748,A63C 17/0046 (20130101); A63C 17/061 (20130101); A63C 2203/42 (20130101),"October 8, 1996","January 5, 1999","5,855,383",#5855383,True
7,,"08/868,866",,,26426335,B60N 2/4221 (20130101); B60N 2/42736 (20130101); B60N 2/42763 (20130101); B60N 2/42781 (20130101),"June 5, 1997","January 5, 1999","5,855,411",#5855411,True
8,,"08/304,333","Detroit, MI",General Motors Corporation,23176076,B60T 7/042 (20130101); B60T 8/3665 (20130101); B60T 8/4027 (20130101); B60T 8/4045 (20130101); B60T 8/4081 (20130101),"September 12, 1994","January 5, 1999","5,855,417",#5855417,True
9,,"08/779,871","Neenah, WI",Menasha Corp.,25117840,B65D 33/1691 (20130101); G09F 3/20 (20130101),"January 6, 1997","January 5, 1999","5,855,434",#5855434,True
10,,"08/872,798","Hanover, DE",WABCO GmbH,7796797,B60T 17/086 (20130101); F16B 31/025 (20130101),"June 10, 1997","January 5, 1999","5,855,460",#5855460,True
11,,"08/800,909","Palo Alto, CA","Varian Associates, Inc.",23922950,F01C 17/063 (20130101); F04C 18/0223 (20130101); F04C 18/0246 (20130101); F04C 23/001 (20130101); F04C 29/0057 (20130101); F04C 29/0092 (20130101); F04C 18/0269 (20130101); F05C 2225/04 (20130101),"February 13, 1997","January 5, 1999","5,855,473",#5855473,True
12,,"08/740,305","Nagaokakyo, JP","Murata Manufacturing Co., Ltd.",17963233,F27B 9/243 (20130101),"October 28, 1996","January 5, 1999","5,855,477",#5855477,True
13,,"08/791,531","Lisle, IL",Molex Incorporated,25154032,H01R 12/707 (20130101),"January 30, 1997","January 5, 1999","5,855,484",#5855484,True
14,,"08/619,979","Tokyo, JP",Yazaki Corporation,26405516,H01R 4/2433 (20130101); H01R 4/2445 (20130101),"March 20, 1996","January 5, 1999","5,855,492",#5855492,True
15,,"08/684,861",JP,Suzuki Kabushiki Kaisha,16343489,F01N 3/2882 (20130101); F01N 13/12 (20130101); B63H 20/26 (20130101); F01N 2590/021 (20130101); F02B 61/045 (20130101),"July 25, 1996","January 5, 1999","5,855,495",#5855495,True
16,,,,,,,,"5,855,508","5,855,508",#5855508,True
17,,"08/679,103",,,24725566,A63B 67/14 (20130101); A63B 2208/12 (20130101),"July 12, 1996","January 5, 1999","5,855,528",#5855528,True
18,,"08/773,122","Cleveland, OH",Eaton Corporation,26308468,B60T 10/00 (20130101); B60W 10/06 (20130101); B60W 10/196 (20130101); B60W 30/19 (20130101); F16H 61/21 (20130101); B60W 2510/0657 (20130101); B60W 2510/1045 (20130101); F16H 61/0403 (20130101); F16H 2061/0411 (20130101); F16H 2059/405 (20130101); Y10T 477/693 (20150115); Y10T 477/692 (20150115),"December 26, 1996","January 5, 1999","5,855,534",#5855534,True
19,,"08/556,167",,,24220180,A01K 91/10 (20130101),"November 9, 1995","January 5, 1999","5,855,542",#5855542,True
