,Applicant Country,Applicant Number,Assignee Location,Assignee Name,Family ID,Fields,File Date,Patent Date,Patent Number,Title (Patent Number),fetched
0,,"10/347,813",,,29735995,A41G 7/00 (20130101); A42B 1/004 (20130101); A42B 1/24 (20130101),"January 21, 2003","January 6, 2004","6,671,886",#6671886,True
1,,"10/111,300",CH,Geberit Technik AG,4565737,E03C 1/057 (20130101); Y10T 137/9464 (20150401),"April 22, 2002","January 6, 2004","6,671,898",#6671898,True
2,,"09/880,189","Bad Oeynhausen, DE","Pharmagg Systemtechnik, GmbH",7646811,D06F 31/005 (20130101),"June 13, 2001","January 6, 2004","6,671,915",#6671915,True
3,,"09/873,122",,,32965930,E04F 15/02458 (20130101); H02G 3/285 (20130101),"May 31, 2001","January 6, 2004","6,672,022",#6672022,True
4,,"10/169,903","Wakayama, JP","Shima Seiki Mfg., Ltd.",18544056,D04B 1/24 (20130101),"July 11, 2002","January 6, 2004","6,672,113",#6672113,True
5,,"10/066,704","Bohlerwerk, AU",Bohler Miller Messer und Sagen GmbH,3684406,B23D 61/026 (20130101); B23D 65/00 (20130101); Y10T 83/9319 (20150401),"February 6, 2002","January 6, 2004","6,672,182",#6672182,True
6,,"09/838,373",,,25276956,B25B 23/0035 (20130101),"April 20, 2001","January 6, 2004","6,672,183",#6672183,True
7,,"10/369,110",,,29739450,A01K 5/0114 (20130101); A01K 15/025 (20130101); A01K 29/00 (20130101),"February 20, 2003","January 6, 2004","6,672,254",#6672254,True
8,,"10/374,393",,,29736059,A63B 69/0002 (20130101); A63B 69/406 (20130101); A63B 2069/0008 (20130101),"February 25, 2003","January 6, 2004","6,672,297",#6672297,True
9,,"10/119,749",,,29738767,E05B 75/00 (20130101); Y10T 70/404 (20150401),"April 11, 2002","January 6, 2004","6,672,310",#6672310,True
10,,"10/021,966","Fristad, SE",Uponor Innovation AB,8553194,B29C 33/36 (20130101); B29D 23/008 (20130101); B29C 48/91 (20190201); B29C 48/09 (20190201); B29C 48/303 (20190201); B29C 48/30 (20190201); B29L 2031/246 (20130101); Y10T 137/85938 (20150401); Y10T 137/0402 (20150401); B29C 48/12 (20190201); B29C 48/13 (20190201); B29C 48/0018 (20190201),"December 13, 2001","January 6, 2004","6,672,324",#6672324,True
11,,"09/459,885","Tokyo, JP",Honda Giken Kogyo Kabushiki Kaisha,26576403,B29C 73/22 (20130101); B29D 30/0685 (20130101); B29D 2030/0695 (20130101); Y10T 152/10702 (20150115); Y10T 152/10657 (20150115),"December 14, 1999","January 6, 2004","6,672,352",#6672352,True
12,,"10/066,083","Nagano, JP","Sankyo Seiki Mfg. Co., Ltd.",26602725,B41F 16/00 (20130101); B41F 19/068 (20130101); Y10T 156/1705 (20150115); Y10T 156/1712 (20150115),"October 24, 2001","January 6, 2004","6,672,357",#6672357,True
13,,"10/206,666","Taoyuan Hsien, TWWang; Jack",Waffer Technology Corp.,29735418,F28F 3/02 (20130101); H01L 23/3672 (20130101); H01L 2924/0002 (20130101); H01L 2924/0002 (20130101); H01L 2924/00 (20130101),"July 29, 2002","January 6, 2004","6,672,379",#6672379,True
14,,"10/206,325",,,24210818,A62C 5/006 (20130101); A62D 1/0092 (20130101); F24F 11/33 (20180101),"July 29, 2002","January 6, 2004","6,672,397",#6672397,True
15,,"10/167,371","Van Nuys, CA","Westrum, Inc.",29710878,A45C 3/02 (20130101); A45C 13/02 (20130101); A45C 13/10 (20130101); B42F 7/08 (20130101); A45C 2013/1015 (20130101); A45C 2013/306 (20130101),"June 10, 2002","January 6, 2004","6,672,439",#6672439,True
16,,"09/931,195",JP,Itoh Electric Company Limited,18828200,B65G 23/08 (20130101); H02K 5/225 (20130101); H02K 7/14 (20130101); H02K 11/33 (20160101); H02K 2207/03 (20130101); H02K 2211/03 (20130101),"August 16, 2001","January 6, 2004","6,672,449",#6672449,True
17,,"09/996,621","Corvallis, OR",The State of Oregon acting by and through the State Board of Higher Education on behalf of Oregon State University,29740722,B01J 19/0093 (20130101); B32B 15/01 (20130101); B32B 15/017 (20130101); B32B 37/00 (20130101); C23C 26/00 (20130101); B01J 2219/00783 (20130101); B01J 2219/00822 (20130101); B01J 2219/00835 (20130101); B01J 2219/0086 (20130101); B01J 2219/00871 (20130101); B01J 2219/00873 (20130101); B32B 37/12 (20130101); B32B 38/162 (20130101); B32B 2311/22 (20130101); B32B 2311/24 (20130101); Y10S 29/904 (20130101); Y10T 29/303 (20150115),"November 28, 2001","January 6, 2004","6,672,502",#6672502,True
18,,"10/151,740","Rochester, NY",Eastman Kodak Company,9915484,G03B 27/735 (20130101); G03B 27/80 (20130101),"May 20, 2002","January 6, 2004","6,672,508",#6672508,True
19,,"10/319,904",,,29735887,A47G 19/08 (20130101); A47J 47/16 (20130101),"December 16, 2002","January 6, 2004","6,672,550",#6672550,True
20,,"10/225,020","Solon, OH",Swagelok Company,28453101,F16K 41/103 (20130101),"August 21, 2002","January 6, 2004","6,672,561",#6672561,True
21,,"10/231,846","Osaka, JP","Matsushita Electric Industrial Co., Ltd.",19091975,B65H 3/0661 (20130101); B65H 3/5223 (20130101); B65H 2402/31 (20130101); B65H 2402/54 (20130101),"August 30, 2002","January 6, 2004","6,672,580",#6672580,True
22,,"10/213,006",,,29398543,F16J 15/025 (20130101); F16J 15/48 (20130101),"August 6, 2002","January 6, 2004","6,672,595",#6672595,True
23,,"09/817,556","Troy, MI","Delphi Technologies, Inc.",25223345,F16D 3/845 (20130101),"March 26, 2001","January 6, 2004","6,672,596",#6672596,True
24,,"10/248,638","Dearborn, MI","Ford Global Technologies, LLC",24006180,B60T 7/065 (20130101); G05G 1/32 (20130101),"February 3, 2003","January 6, 2004","6,672,682",#6672682,True
25,,"09/682,186","Tao-Yuan Hsien, TW",BenQ Corporation,21660660,B41J 2/04563 (20130101); B41J 2/0458 (20130101); B41J 2/04588 (20130101); B41J 2/04591 (20130101); B41J 2/04596 (20130101); B41J 2/04598 (20130101); B41J 2/04508 (20130101); B41J 2/04536 (20130101),"August 2, 2001","January 6, 2004","6,672,711",#6672711,True
26,,"10/284,867","Houston, TX","Hewlett-Packard Development Company, L.P.",29735730,B41J 2/14145 (20130101); B41J 2/1603 (20130101); B41J 2/1628 (20130101); B41J 2/1629 (20130101); B41J 2/1631 (20130101); B41J 2/1632 (20130101); B41J 2/1634 (20130101),"October 31, 2002","January 6, 2004","6,672,712",#6672712,True
27,,"10/134,775","Holland, MI",Donnelly Corporation,25440948,B60Q 1/2665 (20130101); B60Q 3/258 (20170201); B60R 1/12 (20130101); B60R 1/1207 (20130101); B60R 11/04 (20130101); H04N 7/18 (20130101); B60K 28/063 (20130101); B60R 1/086 (20130101); B60R 2001/1215 (20130101); B60R 2001/1223 (20130101); B60R 2001/1253 (20130101); B60K 2028/003 (20130101); B60R 2300/103 (20130101); B60R 2300/106 (20130101); B60R 2300/8006 (20130101),"April 29, 2002","January 6, 2004","6,672,744",#6672744,True
28,,"09/881,694","Kawasaki, JP",Kabushiki Kaisha Toshiba,27343759,A61B 6/105 (20130101); A61B 6/4405 (20130101); A61B 6/548 (20130101); A61B 6/4488 (20130101); A61B 6/467 (20130101); A61B 6/468 (20130101),"June 18, 2001","January 6, 2004","6,672,760",#6672760,True
29,,"09/500,272","Winston-Salem, NC",Sara Lee Corporation,29736892,B65D 5/029 (20130101); B65D 5/103 (20130101); Y10S 206/806 (20130101),"February 8, 2000","January 6, 2004","6,672,762",#6672762,True
30,,"10/418,200","Taoyuan Hsien, TW","Rechi Precision Co., Ltd.",29736758,F04C 29/023 (20130101); F04C 18/0215 (20130101); F04C 23/008 (20130101),"April 18, 2003","January 6, 2004","6,672,852",#6672852,True
31,,"10/222,180","Des Plaines, IL",Gas Technology Institute,29735473,F23C 6/047 (20130101); F23C 9/006 (20130101); F23C 9/08 (20130101); F23D 14/70 (20130101); F23D 2900/11403 (20130101),"August 16, 2002","January 6, 2004","6,672,859",#6672859,True
32,,"10/150,459","Taipei Hsien, TW","Hon Hai Precision Ind. Co., Ltd.",30003386,H01R 13/631 (20130101); H05K 1/117 (20130101); H01R 12/716 (20130101); H01R 12/737 (20130101); H01R 13/516 (20130101); H05K 2201/2027 (20130101),"May 17, 2002","January 6, 2004","6,672,886",#6672886,True
33,,"09/761,597","Munich, DE",Infineon Technologies AG,7671177,H05K 3/301 (20130101); H01R 13/6594 (20130101); H01R 13/6582 (20130101); H01R 12/7023 (20130101),"January 16, 2001","January 6, 2004","6,672,901",#6672901,True
34,,"09/847,176","Reno, NV","FCI Americas Technology, Inc.",18642339,H01R 13/112 (20130101),"May 2, 2001","January 6, 2004","6,672,907",#6672907,True
35,,"10/092,608","London, GB",Icore International Limited,26245795,H01R 9/032 (20130101),"March 8, 2002","January 6, 2004","6,672,909",#6672909,True
36,,"10/272,684",,,29740730,B63H 21/32 (20130101),"October 17, 2002","January 6, 2004","6,672,919",#6672919,True
37,,"10/058,579",,,8496542,A41C 5/00 (20130101),"January 28, 2002","January 6, 2004","6,672,938",#6672938,True
38,,"10/017,808","Lohmar, DE",GKN Automotive GmbH,7665666,F16D 3/2237 (20130101); F16D 3/224 (20130101); F16D 2003/22306 (20130101); Y10S 464/906 (20130101),"November 30, 2001","January 6, 2004","6,672,965",#6672965,True
39,,"10/008,116",FR,Benoist Girard SAS,27255971,A61B 17/175 (20130101); A61B 17/1753 (20130101),"November 8, 2001","January 6, 2004","6,673,076",#6673076,True
40,,"09/489,604","Newark, DE","Gore Enterprises Holdings, Inc.",29735546,A61F 2/07 (20130101); A61F 2/90 (20130101); A61F 2002/072 (20130101); A61F 2/89 (20130101); A61F 2002/075 (20130101); A61F 2230/0013 (20130101); A61F 2230/0054 (20130101),"January 20, 2000","January 6, 2004","6,673,102",#6673102,True
41,,"10/002,099",,,29738592,A61F 2/64 (20130101); A61F 2/68 (20130101); F16F 9/5123 (20130101); A61F 2/644 (20130101); A61F 2/72 (20130101); A61F 2002/5003 (20130101); A61F 2002/503 (20130101); A61F 2002/5032 (20130101); A61F 2002/5033 (20130101); A61F 2002/5075 (20130101); A61F 2002/607 (20130101); A61F 2002/704 (20130101); A61F 2002/741 (20130101); A61F 2002/745 (20130101); A61F 2002/748 (20130101); A61F 2002/7635 (20130101),"November 28, 2001","January 6, 2004","6,673,117",#6673117,True
42,,"10/345,293","Tokyo, JP",Tokyo Electron Limited,17838203,H01L 21/6715 (20130101),"January 16, 2003","January 6, 2004","6,673,151",#6673151,True
43,,"09/951,678","New York, NY",Philip Morris Incorporated,22877478,B22F 3/02 (20130101); C21D 7/02 (20130101); C22C 30/00 (20130101); C22C 38/06 (20130101); C22C 38/12 (20130101); C22C 38/14 (20130101); C23F 15/00 (20130101); B22F 2003/026 (20130101); B22F 2998/10 (20130101); C21D 2241/00 (20130101); B22F 2998/10 (20130101); B22F 3/02 (20130101); B22F 3/18 (20130101); B22F 2998/10 (20130101); B22F 3/02 (20130101); B22F 3/17 (20130101); B22F 2998/10 (20130101); B22F 3/02 (20130101); B22F 5/006 (20130101); Y10T 29/49083 (20150115),"September 14, 2001","January 6, 2004","6,673,164",#6673164,True
44,,"08/937,722","Hartford, CT",Loctite Corporation,25470315,B32B 7/12 (20130101); C07C 211/13 (20130101); C08G 73/0206 (20130101); C08G 83/003 (20130101); C08J 5/124 (20130101); C09D 4/00 (20130101); C09J 201/005 (20130101); C09D 201/005 (20130101); B32B 37/12 (20130101); B32B 27/32 (20130101); C09D 4/00 (20130101); C08F 222/32 (20130101); B32B 2323/046 (20130101),"September 25, 1997","January 6, 2004","6,673,192",#6673192,True
45,,"09/882,552","Philadelphia, PA","Atofina Chemicals, Inc.",26915665,C10G 9/16 (20130101),"June 15, 2001","January 6, 2004","6,673,232",#6673232,True
46,,"09/871,168","Plymouth, MIAraco Kabushiki Kaisha",Johnson Controls Technology Company,18666552,B29C 44/141 (20130101); B29C 45/14008 (20130101); B29C 45/14073 (20130101); B29C 45/14508 (20130101); B29C 43/183 (20130101); B29C 2043/026 (20130101); B29C 2043/3411 (20130101); B29C 2043/3602 (20130101); B29C 2045/14081 (20130101); B29C 2045/14516 (20130101); B29C 2045/14909 (20130101); B29L 2031/3041 (20130101),"May 31, 2001","January 6, 2004","6,673,296",#6673296,True
47,,"10/119,305","Melbourne, AU",Technological Resources Pty Ltd.,25646653,C21C 5/4606 (20130101); C22B 9/05 (20130101); F27B 3/20 (20130101); F27B 3/22 (20130101); F27D 3/16 (20130101); C21C 5/56 (20130101),"April 10, 2002","January 6, 2004","6,673,305",#6673305,True
48,,"09/809,003","Florham Park, NJ","Astralis, LLC",25200314,C07K 14/44 (20130101); A61K 38/00 (20130101); Y02A 50/409 (20180101),"March 16, 2001","January 6, 2004","6,673,351",#6673351,True
49,,"09/705,621","Houston, TX",Baylor College of Medicine,29738585,A61K 49/0004 (20130101); C07K 14/005 (20130101); C07K 16/10 (20130101); A61K 38/00 (20130101); A61K 39/00 (20130101); A61K 2039/505 (20130101); A61K 2039/522 (20130101); A61K 2039/5256 (20130101); A61K 2039/5258 (20130101); C07K 2319/00 (20130101); C12N 2710/14143 (20130101); C12N 2720/12322 (20130101),"November 3, 2000","January 6, 2004","6,673,355",#6673355,True
50,,"09/814,843","Chung-Ho, TW",Eturbotouch Technology Inc.,25216138,G06F 3/045 (20130101); G06F 2203/04113 (20130101),"March 23, 2001","January 6, 2004","6,673,390",#6673390,True
