,Applicant Country,Applicant Number,Assignee Location,Assignee Name,Family ID,Fields,File Date,Patent Date,Patent Number,Title (Patent Number),fetched
0,,"06/712,671","Grosse Pointe Shores, MI",Ladney; Michael,24863057,B29C 65/10 (20130101); B29C 65/607 (20130101); B29C 66/80 (20130101); B29C 66/81423 (20130101); B29C 66/81429 (20130101); B29C 66/8322 (20130101); B29C 66/81463 (20130101); B29C 66/8432 (20130101); B29C 66/8161 (20130101); B29C 66/43 (20130101); B29C 66/54 (20130101); B29C 66/63 (20130101); B29C 66/8227 (20130101); B29C 65/606 (20130101); Y10T 29/53709 (20150115); B29L 2031/322 (20130101); Y10T 29/49915 (20150115); B29C 66/45 (20130101); B29C 66/1122 (20130101),"March 18, 1985","January 6, 1987","4,633,559",#4633559,True
1,,"06/688,064",,,24762967,B25B 27/023 (20130101); F41B 5/14 (20130101); Y10T 29/53883 (20150115),"December 31, 1984","January 6, 1987","4,633,562",#4633562,True
2,,"06/730,720",,,4232468,G01B 1/00 (20130101); G01B 5/0014 (20130101); G01B 3/04 (20130101),"May 3, 1985","January 6, 1987","4,633,592",#4633592,True
3,,"06/679,274","Yokohama, JP","Ohi Seisakusho Co., Ltd.",26382978,E05F 11/382 (20130101); E05F 11/486 (20130101); E05F 2011/387 (20130101); E05Y 2900/55 (20130101); E05Y 2201/636 (20130101); E05Y 2201/64 (20130101); E05Y 2201/612 (20130101),"December 7, 1984","January 6, 1987","4,633,613",#4633613,True
4,,"06/796,043",,,25167121,B23B 5/168 (20130101); B23D 61/025 (20130101); B24B 9/007 (20130101); B27B 33/20 (20130101); B27B 17/0016 (20130101); Y10T 408/896 (20150115); Y10T 83/768 (20150401),"November 7, 1985","January 6, 1987","4,633,621",#4633621,True
5,,"06/777,220","Amberg, DE",Buchtal Gesellschaft mit beschrankter Haftung,6245902,E04F 15/02188 (20130101); E04D 11/02 (20130101),"September 18, 1985","January 6, 1987","4,633,633",#4633633,True
6,,"06/562,695","Wolverhampton, GB2",Tarmac Construction Limited,10522486,E04G 23/0222 (20130101),"December 19, 1983","January 6, 1987","4,633,638",#4633638,True
7,,"06/628,908","Tokyo, JP","Tokyo Automatic Machinery Works, Ltd.",8192691,B65B 1/26 (20130101),"July 9, 1984","January 6, 1987","4,633,654",#4633654,True
8,,"06/747,791","Vernier, CH",Heberlein Hispano S.A.,4246925,D02G 1/087 (20130101),"June 21, 1985","January 6, 1987","4,633,663",#4633663,True
9,,"06/684,846",,,6207421,F15B 15/149 (20130101); F15B 15/1476 (20130101); F15B 15/1447 (20130101); F15B 1/02 (20130101),"December 21, 1984","January 6, 1987","4,633,665",#4633665,True
10,,"06/840,505","Freudenstadt, DE",Memminger GmbH,6265794,D04B 15/32 (20130101); D04B 15/06 (20130101),"March 17, 1986","January 6, 1987","4,633,684",#4633684,True
11,,"06/507,085","Yokohama, JP","Nissan Motor Co., Ltd.",14813250,E05B 53/005 (20130101); F16C 1/10 (20130101); E05B 79/20 (20130101); F16C 2350/52 (20130101); Y10T 74/2042 (20150115); Y10T 74/20012 (20150115),"June 23, 1983","January 6, 1987","4,633,724",#4633724,True
12,,"06/546,728","Toledo, OH",Dana Corporation,24181756,F16H 63/20 (20130101); F16H 63/44 (20130101); Y10T 74/19167 (20150115); Y10S 74/90 (20130101); Y10T 74/20018 (20150115); F16H 2063/3086 (20130101),"October 28, 1983","January 6, 1987","4,633,725",#4633725,True
13,,"06/663,767","Norton, MA","Color Dynamics, Inc.",24663186,B67B 7/16 (20130101); B67B 7/20 (20130101); B67B 7/44 (20130101); B67B 7/403 (20130101); Y10S 7/901 (20130101),"October 23, 1984","January 6, 1987","4,633,740",#4633740,True
14,,"06/690,771","Hamamatsu, JP",Nippon Gakki Seizo Kabushiki Kaisha,27275471,G10H 7/008 (20130101); G10H 1/08 (20130101),"January 9, 1985","January 6, 1987","4,633,749",#4633749,True
