,Applicant Country,Applicant Number,Assignee Location,Assignee Name,Family ID,Fields,File Date,Patent Date,Patent Number,Title (Patent Number),fetched
0,,"08/164,965","San Francisco, CA","QLH USA, Inc.",22596845,A47B 13/00 (20130101); A47G 21/16 (20130101),"December 10, 1993","January 3, 1995","5,377,359",#5377359,True
1,,"08/074,925","Batesville, IN","Hill-Rom Company, Inc.",22122479,A61G 7/002 (20130101); A61G 7/05 (20130101),"June 10, 1993","January 3, 1995","5,377,370",#5377370,True
2,,"08/231,319",,,22868725,B23Q 11/0875 (20130101),"April 22, 1994","January 3, 1995","5,377,379",#5377379,True
3,,"08/098,228",,,22268181,A47K 10/485 (20130101),"July 27, 1993","January 3, 1995","5,377,427",#5377427,True
4,,"08/092,229",,,22232268,A01F 25/12 (20130101); G09F 7/18 (20130101),"July 15, 1993","January 3, 1995","5,377,435",#5377435,True
5,,"08/099,255",,,24741815,E04D 1/30 (20130101); E04D 2001/305 (20130101); Y10T 156/1051 (20150115),"July 29, 1993","January 3, 1995","5,377,459",#5377459,True
6,,"08/065,943","Lincoln, RI","Enviro Pac International, Llc.",22066204,B21C 23/186 (20130101); B21K 21/14 (20130101),"May 21, 1993","January 3, 1995","5,377,518",#5377518,True
7,,"08/228,368","Okayama, JP",Kyowa Machinery Co. Ltd.,26458300,A47J 43/145 (20130101),"April 15, 1994","January 3, 1995","5,377,583",#5377583,True
8,,"07/913,135","Miamisburg, OH","MIM Industries, Inc.",25432955,D05B 39/00 (20130101),"July 14, 1992","January 3, 1995","5,377,605",#5377605,True
9,,"08/053,882","Chofu, JP",Juki Corporation,12226081,D05B 47/02 (20130101),"April 27, 1993","January 3, 1995","5,377,606",#5377606,True
10,,"08/150,532","Kyoto, JPShin-Etsu Chemical Co., Ltd.","Stec, Inc.",13622074,C23C 16/4485 (20130101); C23C 16/45561 (20130101); C30B 25/02 (20130101); C30B 25/14 (20130101); C30B 29/40 (20130101); Y10S 117/919 (20130101); Y10T 117/1004 (20150115),"November 9, 1993","January 3, 1995","5,377,616",#5377616,True
11,,"08/058,923","Goleta, CA",The Cultured Abalone Incorporated,22019749,A01K 61/54 (20170101); Y02A 40/822 (20180101),"May 7, 1993","January 3, 1995","5,377,624",#5377624,True
12,,"08/172,977","Detroit, MI",General Motors Corporation,22629976,F02D 41/0052 (20130101); F02M 26/55 (20160201); F02B 3/06 (20130101); F02D 41/2451 (20130101); F02D 2041/141 (20130101); Y02T 10/47 (20130101); F02M 2026/003 (20160201),"December 27, 1993","January 3, 1995","5,377,651",#5377651,True
13,,"08/053,223",,,4149749,F24C 3/124 (20130101); F24C 15/36 (20130101),"April 28, 1993","January 3, 1995","5,377,660",#5377660,True
14,,"08/127,002","Syracuse, NY",Carrier Corporation,22427822,F24H 9/02 (20130101); Y10S 292/69 (20130101),"September 24, 1993","January 3, 1995","5,377,662",#5377662,True
15,,"08/126,222","Buffalo, NY",Graphic Controls Corporation,27378478,A61B 5/0448 (20130101); A61B 5/4362 (20130101),"September 23, 1993","January 3, 1995","5,377,677",#5377677,True
16,,"08/159,593","Kaunakakai, HI",Pfeil; William F.,22573197,A61F 6/04 (20130101); A61H 9/0078 (20130101); A61H 19/34 (20130101); A61H 19/50 (20130101); A61H 23/04 (20130101); A61H 19/32 (20130101); A61H 19/40 (20130101); A61H 2201/0103 (20130101); A61H 2201/1692 (20130101); Y10S 128/918 (20130101),"December 1, 1993","January 3, 1995","5,377,692",#5377692,True
17,,"08/139,815",,,13528646,B08B 3/12 (20130101),"October 22, 1993","January 3, 1995","5,377,709",#5377709,True
18,,"08/115,578",,,22362235,B67C 11/02 (20130101); B67C 2011/022 (20130101); B67C 2011/20 (20130101),"September 3, 1993","January 3, 1995","5,377,728",#5377728,True
19,,"08/165,198",,,22597878,B67D 7/52 (20130101),"December 13, 1993","January 3, 1995","5,377,729",#5377729,True
20,,"08/216,612",,,22807768,A45C 11/18 (20130101); B42F 5/00 (20130101),"March 23, 1994","January 3, 1995","5,377,733",#5377733,True
21,,"08/153,524",CA,Vector Oil Tool Ltd.,25676504,E21B 4/003 (20130101),"November 16, 1993","January 3, 1995","5,377,771",#5377771,True
