,Applicant Country,Applicant Number,Assignee Location,Assignee Name,Family ID,Fields,File Date,Patent Date,Patent Number,Title (Patent Number),fetched
0,,"10/194,079","Taipei Hsien, TW",Taiwan Bor Ying Corporation,21685631,G06K 13/0893 (20130101); G06K 19/077 (20130101); G06K 19/041 (20130101); G06K 19/02 (20130101),"July 11, 2002","January 4, 2005","6,836,922",#6836922,True
1,,"10/249,131","Lafayette, CO",Haugland; Solveig Laura,32987002,A43B 3/24 (20130101); A43B 3/248 (20130101); A43B 7/12 (20130101); A45C 3/12 (20130101); A45F 3/04 (20130101); A45C 9/00 (20130101); A45C 2003/007 (20130101); A45F 3/02 (20130101); A45C 7/0077 (20130101),"March 18, 2003","January 4, 2005","6,836,976",#6836976,True
2,,"10/245,783","Barcelona, ES",Metalogenia S.A.,8304159,E02F 9/2825 (20130101); E02F 9/2841 (20130101); E02F 9/2833 (20130101),"September 16, 2002","January 4, 2005","6,836,983",#6836983,True
3,,"10/797,228","Detroit, MI",General Motors Corporation,33541706,B21D 26/055 (20130101); Y10T 29/49805 (20150115),"March 10, 2004","January 4, 2005","6,837,088",#6837088,True
4,,"10/152,501","Phillips, WI","Marquip, LLC",29548500,B26D 7/20 (20130101); B26D 2007/202 (20130101); Y10T 83/8886 (20150401); Y10T 83/7809 (20150401); Y10T 83/7826 (20150401); Y10T 83/7859 (20150401); Y10T 83/773 (20150401); Y10T 83/7872 (20150401),"May 21, 2002","January 4, 2005","6,837,135",#6837135,True
5,,"10/490,788",JP,"Ogura Clutch Co., Ltd.",19114824,F02B 29/0475 (20130101); F02B 33/34 (20130101); F02B 33/38 (20130101); F02B 39/04 (20130101); F02B 39/12 (20130101); F02B 75/22 (20130101); F02M 35/116 (20130101); F02M 35/10157 (20130101); F02M 26/03 (20160201); F02M 35/10327 (20130101); F02M 35/10347 (20130101); Y02T 10/146 (20130101); Y02T 10/144 (20130101),"March 24, 2004","January 4, 2005","6,837,195",#6837195,True
6,,"10/601,978","Chatham, CA",Siemens VDO Automotive Inc.,33518038,F02B 27/001 (20130101); F02B 27/008 (20130101); F02B 27/02 (20130101); Y02T 10/146 (20130101),"June 23, 2003","January 4, 2005","6,837,204",#6837204,True
7,,"10/808,476","Kariya, JP",Denso Corporation,32985445,F02P 3/051 (20130101); F02P 15/08 (20130101); F02P 15/02 (20130101); F02P 7/035 (20130101),"March 25, 2004","January 4, 2005","6,837,229",#6837229,True
8,,"10/798,605","Joliet, IL","MJSI, Inc.",33541709,F16K 31/26 (20130101); Y10T 137/7413 (20150401); Y10T 137/7439 (20150401); Y10T 137/053 (20150401); Y10T 137/7472 (20150401); Y10T 137/7449 (20150401); Y10T 137/7446 (20150401),"March 11, 2004","January 4, 2005","6,837,264",#6837264,True
9,,"10/149,325",,,26243657,F01N 3/0211 (20130101); F01N 3/0335 (20130101); F01N 3/206 (20130101); F01N 3/2839 (20130101); F01N 13/0097 (20140603); F01N 3/2867 (20130101); F01N 3/2885 (20130101); F01N 3/2857 (20130101); F01N 2470/18 (20130101); F01N 2610/02 (20130101),"October 15, 2002","January 4, 2005","6,837,336",#6837336,True
10,,"10/429,664","Minneapolis, MN",Willette Acquisition Corp.,33543938,G11B 33/0494 (20130101); G11B 33/0422 (20130101),"May 1, 2003","January 4, 2005","6,837,371",#6837371,True
11,,"10/328,501",,,32594493,B65D 23/006 (20130101); B65D 2203/04 (20130101); B65D 2203/02 (20130101),"December 24, 2002","January 4, 2005","6,837,376",#6837376,True
12,,"10/325,517",,,32593792,B65D 19/004 (20130101); B65D 19/20 (20130101); B65D 2519/00034 (20130101); B65D 2519/00069 (20130101); B65D 2519/00159 (20130101); B65D 2519/00273 (20130101); B65D 2519/00975 (20130101); B65D 2519/00338 (20130101); B65D 2519/00502 (20130101); B65D 2519/00562 (20130101); B65D 2519/00621 (20130101); B65D 2519/00641 (20130101); B65D 2519/00303 (20130101),"December 19, 2002","January 4, 2005","6,837,377",#6837377,True
13,,"10/240,810","West Drayton, GB",Terry Smith Group Limited,27636482,A47F 5/112 (20130101); Y10S 206/805 (20130101),"October 4, 2002","January 4, 2005","6,837,378",#6837378,True
14,,"10/429,135","Portland, OR",Bridenbaugh; R. Harlan,29553630,B05B 11/0059 (20130101); B05B 15/30 (20180201); B05B 15/40 (20180201); B05B 11/3057 (20130101),"May 2, 2003","January 4, 2005","6,837,404",#6837404,True
15,,"10/730,259","Bourg-les-Valence, FR",Societe de Prospection et d'Inventions Techniquestspit,32320174,B25C 1/14 (20130101),"December 9, 2003","January 4, 2005","6,837,411",#6837411,True
16,,"09/934,640","Stuart, FL","Elliott Energy Systems, Inc.",24282694,F02C 7/10 (20130101); F28D 9/0018 (20130101); Y10T 29/4935 (20150115),"August 22, 2001","January 4, 2005","6,837,419",#6837419,True
17,,"10/246,763","Tokyo, JP",Honda Giken Kogyo Kabushiki Kaisha,26622650,F01L 1/02 (20130101); F01L 1/024 (20130101); F01L 1/042 (20130101); F01L 1/18 (20130101); F01L 1/053 (20130101); F01L 1/08 (20130101); F01L 1/047 (20130101),"September 19, 2002","January 4, 2005","6,837,475",#6837475,True
18,,"10/114,443",,,33543755,B62J 1/06 (20130101); B62K 25/286 (20130101); B62K 19/36 (20130101),"April 3, 2002","January 4, 2005","6,837,507",#6837507,True
19,,"10/746,777",,,33541684,G02C 5/20 (20130101); G02C 5/2263 (20130101); G02C 2200/18 (20130101),"December 26, 2003","January 4, 2005","6,837,579",#6837579,True
20,,"10/323,420","Tokyo, JP","Koito Manufacturing Co., Ltd.",19187683,B60Q 1/12 (20130101); B60Q 2300/112 (20130101); F21S 41/683 (20180101); B60Q 2300/142 (20130101); B60Q 2300/122 (20130101),"December 18, 2002","January 4, 2005","6,837,601",#6837601,True
21,,"09/840,107","Tokyo, JP","Ricoh Company, Ltd.",18667450,H04N 1/0044 (20130101); H04N 1/00496 (20130101); H04N 1/2112 (20130101); H04N 5/2252 (20130101); H04N 2201/0055 (20130101); H04N 2101/00 (20130101); H04N 2201/0049 (20130101),"April 24, 2001","January 4, 2005","6,837,630",#6837630,True
22,,"10/206,463",,,32028860,A61C 3/00 (20130101),"September 30, 2002","January 4, 2005","6,837,710",#6837710,True
23,,"10/372,299","Tokyo, JP",NEC Corporation,27750808,H01R 13/5213 (20130101); Y10S 439/94 (20130101),"February 25, 2003","January 4, 2005","6,837,722",#6837722,True
24,,"10/466,809","Munich, DE",Siemens Aktiengesellschaft,26008297,B63H 5/08 (20130101); B63H 11/00 (20130101); B63H 21/20 (20130101); Y02T 70/5236 (20130101); B63H 2011/008 (20130101); B63H 2021/003 (20130101); Y02T 90/38 (20130101); B63H 2005/1258 (20130101),"November 3, 2003","January 4, 2005","6,837,758",#6837758,True
25,,"09/996,318","Osaka, JP","Neomax Co., LTD",26604570,B23D 57/0053 (20130101); B23D 61/185 (20130101); B23Q 11/1007 (20130101); B28D 5/0076 (20130101); H01F 1/0577 (20130101); H01F 41/0253 (20130101); B28D 5/045 (20130101); Y10T 29/49995 (20150115); H01F 1/0536 (20130101); Y10T 83/9292 (20150401),"November 23, 2001","January 4, 2005","6,837,778",#6837778,True
26,,"10/030,373","Tumba, SE",Alfa Laval AB,20414750,B04B 1/08 (20130101); B04B 13/00 (20130101); B04B 11/04 (20130101),"May 20, 2002","January 4, 2005","6,837,842",#6837842,True
27,,"10/293,328","Paris, FR",L'Oreal S.A.,8869379,A61K 8/347 (20130101); A61K 8/415 (20130101); C07D 401/04 (20130101); A61Q 5/10 (20130101); C07D 213/74 (20130101); A61K 8/4926 (20130101),"November 14, 2002","January 4, 2005","6,837,908",#6837908,True
28,,"09/830,523","Atlanta, GA","Interface, Inc.",33543704,B29B 17/0042 (20130101); B29B 17/0412 (20130101); B32B 5/22 (20130101); B32B 38/10 (20130101); B32B 43/006 (20130101); C08F 283/006 (20130101); C08F 283/04 (20130101); C08G 18/6476 (20130101); C08G 18/69 (20130101); B29B 17/02 (20130101); Y10T 156/11 (20150115); B29B 2017/0021 (20130101); B29B 2017/0293 (20130101); B29K 2095/00 (20130101); B29L 2031/732 (20130101); B29L 2031/7322 (20130101); B32B 2471/00 (20130101); C08G 2101/00 (20130101); Y10S 156/92 (20130101); Y10T 428/23986 (20150401); Y10T 428/23979 (20150401); Y02W 30/62 (20150501); Y02W 30/625 (20150501); Y02W 30/622 (20150501),"July 20, 2001","January 4, 2005","6,837,950",#6837950,True
29,,"09/400,170","Pasadena, CA",Avery Dennison Corporation,26854917,B42D 5/027 (20130101); B42D 15/02 (20130101); B42P 2241/22 (20130101); Y10T 83/0524 (20150401); Y10T 83/0341 (20150401); Y10T 156/1082 (20150115); Y10T 156/1085 (20150115); Y10T 156/1057 (20150115); Y10T 156/1087 (20150115); Y10T 156/1064 (20150115); Y10T 428/14 (20150115); Y10T 428/149 (20150115); Y10T 156/1077 (20150115); Y10T 156/1067 (20150115),"September 21, 1999","January 4, 2005","6,837,955",#6837955,True
30,,"09/688,743","Milan, IT",Vomm Chemipharma S.r.l.,26331433,B01D 1/228 (20130101); Y10S 159/901 (20130101),"October 17, 2000","January 4, 2005","6,837,969",#6837969,True
