,Applicant Country,Applicant Number,Assignee Location,Assignee Name,Family ID,Fields,File Date,Patent Date,Patent Number,Title (Patent Number),fetched
0,,"09/812,801","Kawanoe, JP",Uni-Charm Corporation,18611556,A61F 13/49 (20130101),"March 20, 2001","January 7, 2003","6,502,250",#6502250,True
1,,"09/936,579",,,19198164,E03D 1/22 (20130101); E03D 3/10 (20130101); E03D 5/024 (20130101),"September 13, 2001","January 7, 2003","6,502,252",#6502252,True
2,,"09/623,701",,,22133890,A47C 19/20 (20130101); A47C 21/026 (20130101); A47C 21/028 (20130101),"September 1, 2000","January 7, 2003","6,502,255",#6502255,True
3,,"09/862,279","Eindhoven, NL",Koninklijke Philips Electronics N.V.,8171538,B26B 19/141 (20130101); B26B 19/42 (20130101),"May 22, 2001","January 7, 2003","6,502,309",#6502309,True
4,,"09/735,038","Armonk, NY",International Business Machines Corporation,24954090,G02F 1/133526 (20130101); G02F 2001/133354 (20130101),"December 12, 2000","January 7, 2003","6,502,324",#6502324,True
5,,"09/593,520","Tokyo, JP","Tokyo Automatic Machinery Works, Ltd.",15891200,B65B 9/2028 (20130101); B65B 9/207 (20130101); B65B 57/16 (20130101); B29C 65/18 (20130101); B29C 66/1122 (20130101); B29C 66/4312 (20130101); B29C 66/4322 (20130101); B29C 66/81419 (20130101); B29C 66/8225 (20130101); B29C 66/8246 (20130101); B29C 66/83543 (20130101); B29C 66/836 (20130101); B29C 66/849 (20130101); B29C 66/9392 (20130101); B29C 66/93441 (20130101); B29C 66/49 (20130101); B29C 65/7451 (20130101),"June 14, 2000","January 7, 2003","6,502,366",#6502366,True
6,,"09/564,173","Kennesaw, GA","Computer Process Controls, Inc.",27073482,F25D 29/00 (20130101); G05D 23/1905 (20130101); F25B 41/043 (20130101); F25B 2400/075 (20130101); F25B 2400/22 (20130101); F25B 2600/07 (20130101); F25D 2500/04 (20130101); F25D 2700/10 (20130101); F25D 2700/12 (20130101); F25D 2700/123 (20130101); F25D 2700/16 (20130101); G01K 2007/422 (20130101),"May 3, 2000","January 7, 2003","6,502,409",#6502409,True
7,,"09/813,607","Cleveland, OH",Eaton Corporation,22967952,B60W 10/02 (20130101); B60W 10/06 (20130101); B60W 10/111 (20130101); B60W 30/18 (20130101); B60W 30/18027 (20130101); F02D 41/022 (20130101); F02D 41/0225 (20130101); F02D 41/023 (20130101); F16D 43/08 (20130101); F16H 61/702 (20130101); B60W 2050/0045 (20130101); B60W 2510/0638 (20130101); B60W 2550/142 (20130101); B60W 2710/0644 (20130101); B60W 2710/0666 (20130101); B60Y 2200/14 (20130101); F16H 2059/663 (20130101); Y10T 477/6403 (20150115); Y10T 477/6433 (20150115); Y10T 74/1926 (20150115),"March 21, 2001","January 7, 2003","6,502,476",#6502476,True
8,,"10/003,536","Akron, OH",The Goodyear Tire & Rubber Company,21706324,B26D 7/1818 (20130101); B26F 1/32 (20130101); Y10T 83/04 (20150401); Y10T 83/8821 (20150401); Y10T 83/505 (20150401),"November 2, 2001","January 7, 2003","6,502,491",#6502491,True
9,,"09/226,619","Washington, DC",The United States of America as represented by the Secretary of the Navy,22849679,B65H 49/02 (20130101); F42B 19/01 (20130101); F41G 7/32 (20130101),"December 21, 1998","January 7, 2003","6,502,522",#6502522,True
10,,"09/805,505","Kariya, JP",Denso Corporation,18593833,F02M 37/0023 (20130101); F02M 37/04 (20130101); F16K 15/06 (20130101); F02D 33/006 (20130101); Y10T 137/778 (20150401); Y10T 137/7773 (20150401),"March 14, 2001","January 7, 2003","6,502,557",#6502557,True
11,,"09/825,567","Buhl, DE",LuK Lamellen und Kupplungsbau Beteiligungs KG,27512659,B60K 6/365 (20130101); B60K 6/38 (20130101); B60K 6/48 (20130101); B60K 6/485 (20130101); B60K 6/547 (20130101); B60W 10/02 (20130101); B60W 10/06 (20130101); B60W 10/08 (20130101); B60W 10/10 (20130101); B60W 20/00 (20130101); F02N 11/04 (20130101); F16H 3/126 (20130101); F16H 37/042 (20130101); B60W 20/30 (20130101); B60K 6/40 (20130101); B60Y 2400/428 (20130101); F16H 61/682 (20130101); F16H 2003/007 (20130101); F16H 2003/0818 (20130101); F16H 2306/44 (20130101); F16H 2306/52 (20130101); Y02T 10/6221 (20130101); Y02T 10/6226 (20130101); Y02T 10/6286 (20130101); Y10S 903/903 (20130101); Y10S 903/951 (20130101); Y10S 903/945 (20130101); Y10S 903/909 (20130101); Y10S 903/946 (20130101); Y10S 903/91 (20130101); Y10S 903/96 (20130101); Y10S 903/919 (20130101); Y10T 477/347 (20150115); Y10T 477/23 (20150115); Y10T 477/27 (20150115); B60W 10/115 (20130101); B60W 2510/0657 (20130101); B60W 2510/083 (20130101); B60W 2710/021 (20130101); B60W 2710/1005 (20130101); B60W 2710/1038 (20130101); B60W 2710/105 (20130101); B60W 20/10 (20130101),"April 2, 2001","January 7, 2003","6,502,652",#6502652,True
12,,"09/891,409","Tokyo, JP",Honda Giken Kogyo Kabushiki Kaisha,18691508,B60K 13/04 (20130101); B60R 13/0869 (20130101); B60R 13/0876 (20130101); B62D 25/08 (20130101); B62D 25/082 (20130101),"June 27, 2001","January 7, 2003","6,502,659",#6502659,True
13,,"09/906,279","Buhl, DE",LuK Lamellen und Kupplungsbau Beteiligungs KG,27218732,F16D 25/083 (20130101); F16J 15/3268 (20130101); F16J 15/3236 (20130101); F16D 2300/08 (20130101),"July 16, 2001","January 7, 2003","6,502,682",#6502682,True
14,,"09/432,628","Dayton, OH",NCR Corporation,23716938,A47F 9/046 (20130101); G07G 1/0036 (20130101); G07G 3/00 (20130101); G07G 3/006 (20130101); G08B 3/1016 (20130101); G08B 5/222 (20130101); G08B 13/2417 (20130101); G08B 13/246 (20130101),"November 2, 1999","January 7, 2003","6,502,749",#6502749,True
15,,"09/449,169","Renton, WA","Microscan Systems, Inc.",23783150,G06K 7/10722 (20130101); G06K 7/10851 (20130101); G06K 2207/1012 (20130101),"November 24, 1999","January 7, 2003","6,502,750",#6502750,True
16,,"09/871,303",,,25357160,A01M 31/008 (20130101); A61L 9/042 (20130101); A61L 9/12 (20130101),"May 31, 2001","January 7, 2003","6,502,762",#6502762,True
