,Applicant Country,Applicant Number,Assignee Location,Assignee Name,Family ID,Fields,File Date,Patent Date,Patent Number,Title (Patent Number),fetched
0,,"10/492,828",,,4170335,A46B 5/0075 (20130101); A46B 5/0083 (20130101),"October 9, 2002","January 6, 2009","7,472,447",#7472447,True
1,,"11/738,120","Clarkston, MI",Vacbarrell LLC,38366803,A47L 5/365 (20130101); A47L 9/0009 (20130101); A47L 9/0027 (20130101); A47L 9/0036 (20130101); A47L 9/0045 (20130101); A47L 9/009 (20130101); A47L 9/1481 (20130101); A47L 9/22 (20130101); A47L 9/26 (20130101); A47L 9/2857 (20130101); A47L 9/2873 (20130101); A47L 9/2884 (20130101),"April 20, 2007","January 6, 2009","7,472,456",#7472456,True
2,,"10/545,044","Osaka, JP",Panasonic Corporation,36930742,H01L 21/67144 (20130101); H01L 21/67253 (20130101); Y10T 29/53178 (20150115); Y10T 29/53191 (20150115); Y10T 29/49131 (20150115); Y10T 29/49133 (20150115); Y10T 29/53183 (20150115); Y10T 29/53091 (20150115),"December 15, 2004","January 6, 2009","7,472,472",#7472472,True
3,,"10/918,624","Lubeck, DE",Drager Medical AG & Co. KG,35798833,A61M 16/18 (20130101); A61M 16/186 (20130101); Y10T 137/87113 (20150401); Y10T 137/86493 (20150401); Y10T 74/20238 (20150115); Y10T 74/2011 (20150115); Y10T 74/2025 (20150115),"August 12, 2004","January 6, 2009","7,472,700",#7472700,True
4,,"11/068,863","Bella Vista, AU",ResMed Limited,3813695,A61M 16/06 (20130101); A61M 16/0683 (20130101); A61M 16/0066 (20130101); A61M 16/0633 (20140204); A61M 16/0638 (20140204); A61M 16/065 (20140204),"March 2, 2005","January 6, 2009","7,472,704",#7472704,True
5,,"10/777,268","Benton Harbor, MI",Maytag Corporation,46205109,A47L 15/4204 (20130101); A47L 15/4208 (20130101); A47L 15/4225 (20130101),"February 13, 2004","January 6, 2009","7,472,711",#7472711,True
6,,"10/977,749","Sharon Center, OH","PT Tech, Inc",35520584,E04F 10/0648 (20130101); E04F 10/0655 (20130101); E04F 10/0681 (20130101),"October 29, 2004","January 6, 2009","7,472,739",#7472739,True
7,,"11/225,013","Tokyo, JP","Honda Motor Co., Ltd.",35500677,A43B 7/36 (20130101); B25J 19/0091 (20130101),"September 14, 2005","January 6, 2009","7,472,765",#7472765,True
8,,"11/697,531","Hamamatsu-shi, JP",Suzuki Kabushiki Kaisha,34984989,B62M 27/02 (20130101); B62M 2027/023 (20130101),"April 6, 2007","January 6, 2009","7,472,771",#7472771,True
9,,"11/405,302",,,38603790,B65G 47/1457 (20130101),"April 17, 2006","January 6, 2009","7,472,782",#7472782,True
