,Applicant Country,Applicant Number,Assignee Location,Assignee Name,Family ID,Fields,File Date,Patent Date,Patent Number,Title (Patent Number),fetched
0,,"08/334,181","Hamburg, DE",Hauni Maschinenbau AG,6503321,A24D 3/0204 (20130101); A24D 3/0212 (20130101),"November 3, 1994","January 7, 1997","5,590,449",#5590449,True
1,,"08/529,193","Tokyo, JP",Yazaki Corporation,16893419,H01R 43/28 (20130101); Y10T 29/53209 (20150115); Y10T 29/53091 (20150115); Y10T 29/53039 (20150115),"September 15, 1995","January 7, 1997","5,590,457",#5590457,True
2,,"08/498,734","Philadelphia, PA",Bressler Group Inc.,23982286,H01L 31/048 (20130101); H02S 20/23 (20141201); H01L 31/02008 (20130101); H01L 31/0508 (20130101); H02S 40/22 (20141201); H02S 40/36 (20141201); Y02B 10/12 (20130101); Y02B 10/14 (20130101); Y02E 10/52 (20130101); Y10S 136/291 (20130101); Y10S 136/293 (20130101); Y10T 156/1097 (20150115); Y10T 156/1095 (20150115); Y10T 156/1087 (20150115); Y10T 156/1084 (20150115),"July 6, 1995","January 7, 1997","5,590,495",#5590495,True
3,,"08/493,771","Brooklyn Park, MN","Styro-Stop, Inc.",26869438,B05D 7/04 (20130101); C08J 9/365 (20130101); C08J 9/40 (20130101); E04D 13/16 (20130101); C08J 2201/038 (20130101); C08J 2325/06 (20130101),"June 22, 1995","January 7, 1997","5,590,501",#5590501,True
4,,"08/301,475","Lausanne, CH",De La Rue Giori S.A.,4245078,B41F 33/009 (20130101); B41K 3/126 (20130101); B65H 2701/1912 (20130101); B65H 2301/4314 (20130101); B65H 2301/4229 (20130101),"September 7, 1994","January 7, 1997","5,590,507",#5590507,True
5,,"08/450,521","Grand Rapids, MI",Oliver Products Company,22064028,A47J 27/10 (20130101); A47J 2027/006 (20130101),"May 25, 1995","January 7, 1997","5,590,587",#5590587,True
6,,"08/366,838","San Diego, CA",The Titan Corporation,21870158,G21K 5/10 (20130101),"December 30, 1994","January 7, 1997","5,590,602",#5590602,True
7,,"08/509,710",,,24027799,B65H 35/0006 (20130101); B65H 45/18 (20130101); D05B 25/00 (20130101); D05B 41/00 (20130101); D05D 2305/02 (20130101); D05D 2305/08 (20130101); D05D 2305/14 (20130101); D10B 2505/10 (20130101),"July 31, 1995","January 7, 1997","5,590,612",#5590612,True
8,,"08/613,656","Hong Kong, HK",TAL Apparel Ltd.,22925378,A41D 27/10 (20130101); A41D 27/20 (20130101); A41D 27/24 (20130101),"March 11, 1996","January 7, 1997","5,590,615",#5590615,True
9,,"08/389,711","New Brunswick, NJ","Johnson & Johnson Medical, Inc.",23539400,A61B 5/02225 (20130101); A61B 5/0225 (20130101); A61B 5/7203 (20130101),"February 15, 1995","January 7, 1997","5,590,662",#5590662,True
10,,"08/338,826","Kobe, JP","Toa Medical Electronics Company, Ltd.",18460652,A61B 5/00 (20130101); A61B 5/7267 (20130101),"November 10, 1994","January 7, 1997","5,590,665",#5590665,True
11,,"08/237,610","New York, NY",ITT Corporation,22894442,B29C 63/486 (20130101); B32B 15/08 (20130101); F16L 9/147 (20130101); F16L 58/1009 (20130101); F16L 58/1045 (20130101); B32B 1/08 (20130101); B32B 27/08 (20130101); F16L 58/109 (20130101); B32B 37/153 (20130101); B32B 2377/00 (20130101); Y10S 138/07 (20130101); B32B 2597/00 (20130101); B32B 2311/20 (20130101),"May 2, 1994","January 7, 1997","5,590,691",#5590691,True
12,,"08/318,266","Houston, TX",Baker Hughes Incorporated,22083061,E21B 33/05 (20130101); H04B 10/1141 (20130101),"October 5, 1994","January 7, 1997","5,590,713",#5590713,True
13,,"08/281,183","Tokyo, JP",Honda Giken Kogyo Kabushiki Kaisha,16213450,B62D 5/0427 (20130101); B62D 5/0448 (20130101),"July 27, 1994","January 7, 1997","5,590,732",#5590732,True
14,,"08/362,243",,,23425298,B60G 13/14 (20130101); B60K 8/00 (20130101); B60K 25/10 (20130101),"December 22, 1994","January 7, 1997","5,590,734",#5590734,True
15,,"08/407,590",,,23612715,A45C 13/262 (20130101); Y10T 16/451 (20150115),"March 20, 1995","January 7, 1997","5,590,748",#5590748,True
16,,"08/315,832",,,23226254,A45C 11/16 (20130101); A47F 7/024 (20130101); B65D 55/06 (20130101); B65D 63/1009 (20130101); B65D 75/002 (20130101),"September 30, 1994","January 7, 1997","5,590,779",#5590779,True
17,,"08/599,633",,,24400423,A42C 1/04 (20130101),"February 9, 1996","January 7, 1997","5,590,820",#5590820,True
18,,"08/495,653","Tokyo, JP",Kabushiki Kaisha Komatsu Seisakusho,14070101,B23K 37/06 (20130101),"October 18, 1995","January 7, 1997","5,590,829",#5590829,True
19,,"08/275,492",,,23052534,F24D 19/1033 (20130101); F24D 3/12 (20130101); Y02B 30/24 (20130101),"July 15, 1994","January 7, 1997","5,590,832",#5590832,True
20,,"08/463,603","Los Angeles, CA",Hughes Missile Systems Company,23840675,F41G 7/22 (20130101); F42B 10/64 (20130101); F42B 10/663 (20130101),"June 5, 1995","January 7, 1997","5,590,850",#5590850,True
21,,"08/365,261","Fresno, CA","No Limit Designs, Inc.",23438134,A61G 5/00 (20130101); A61G 5/08 (20130101); A61G 5/10 (20130101); A61G 5/1067 (20130101); A61G 5/12 (20130101); A61G 5/1054 (20161101); A61G 5/0825 (20161101); A61G 5/0866 (20161101); A61G 5/1083 (20161101); A61G 5/1097 (20161101); A61G 5/128 (20161101); A61G 5/1059 (20130101); Y10S 297/04 (20130101); Y10T 16/182 (20150115),"December 28, 1994","January 7, 1997","5,590,893",#5590893,True
22,,"08/354,043",,,23391659,B62B 1/125 (20130101); B62B 2206/04 (20130101),"December 6, 1994","January 7, 1997","5,590,897",#5590897,True
23,,"08/422,010","New York, NY",Ayele; Fikre,23349883,B42F 13/0006 (20130101),"April 6, 1995","January 7, 1997","5,590,909",#5590909,True
24,,"08/388,866","Chatsworth, CA",Belle de St. Claire,23535859,B25J 1/04 (20130101); B25J 15/04 (20130101),"February 14, 1995","January 7, 1997","5,590,923",#5590923,True
25,,"08/391,605",JP,"Toyoda Gosei Co., Ltd.",27292620,B60J 10/248 (20160201); B60J 10/35 (20160201); B60J 10/77 (20160201); B60J 10/79 (20160201); B60J 10/84 (20160201); B60J 10/16 (20160201); B60J 10/21 (20160201); B60J 10/30 (20160201),"February 21, 1995","January 7, 1997","5,590,926",#5590926,True
26,,"08/521,264","Southfield, MI",Lear Seating Corporation,24076059,B60N 2/874 (20180201),"March 30, 1995","January 7, 1997","5,590,933",#5590933,True
27,,"08/396,461",,,23567269,B62J 6/001 (20130101); B62J 6/06 (20130101),"February 28, 1995","January 7, 1997","5,590,946",#5590946,True
28,,"08/489,895","Diadema Sao Paulo, BR",Metagal Industria e Comercio Ltds.,4059373,B60Q 3/258 (20170201),"June 13, 1995","January 7, 1997","5,590,948",#5590948,True
