,Applicant Country,Applicant Number,Assignee Location,Assignee Name,Family ID,Fields,File Date,Patent Date,Patent Number,Title (Patent Number),fetched
0,,"08/186,657","Batesville, IN","Hill-Rom Company, Inc.",22685797,A61G 7/002 (20130101); A61G 7/008 (20130101); A61G 7/015 (20130101); A61G 7/053 (20130101); A61G 7/16 (20130101); A61H 3/04 (20130101); A61G 7/0506 (20130101); A61G 7/0514 (20161101); A61G 7/0527 (20161101); A61G 7/005 (20130101); A61G 7/012 (20130101); A61G 7/02 (20130101); A61G 7/05 (20130101),"January 25, 1994","January 2, 1996","5,479,666",#5479666,True
1,,"08/100,966","Kanagawa, JP","Fuji Photo Film Co., Ltd.",27328661,G03B 17/26 (20130101); G03B 2217/246 (20130101); Y10T 83/0448 (20150401); Y10T 83/536 (20150401); Y10T 29/53465 (20150115); Y10T 29/49798 (20150115); Y10T 29/4984 (20150115); Y10T 29/49789 (20150115); Y10T 29/49829 (20150115); Y10S 83/948 (20130101),"August 3, 1993","January 2, 1996","5,479,691",#5479691,True
2,,"08/270,197","Murray Hill, NJ",AT&T Corp.,24793921,H01F 17/0033 (20130101); H01F 41/16 (20130101); Y10T 29/4902 (20150115),"July 1, 1994","January 2, 1996","5,479,695",#5479695,True
3,,"08/244,723",NO,Kongsberg Automotive A/S,19894702,F16D 25/088 (20130101); F16D 25/14 (20130101); F16D 48/02 (20130101); F16D 2048/0221 (20130101); F16D 2048/0215 (20130101),"September 12, 1994","January 2, 1996","5,479,779",#5479779,True
4,,"08/297,614",,,23147049,F01B 13/068 (20130101); F02B 57/08 (20130101); F02B 75/22 (20130101); F01B 9/06 (20130101),"August 29, 1994","January 2, 1996","5,479,780",#5479780,True
5,,"08/400,640","Schenectady, NY",General Electric Company,22359216,F23C 3/006 (20130101); F23R 3/10 (20130101); F23R 3/28 (20130101); F23R 3/58 (20130101); F05B 2250/322 (20130101),"March 7, 1995","January 2, 1996","5,479,781",#5479781,True
6,,"08/195,362","Heidelberg, DE",Heidelberger Druckmaschinen AG,6480019,B41F 7/025 (20130101); B41F 7/10 (20130101); B41F 21/106 (20130101),"February 10, 1994","January 2, 1996","5,479,856",#5479856,True
7,,"08/102,916",,,25490017,A47B 23/02 (20130101); A47B 23/046 (20130101); A47B 2083/025 (20130101); A47B 2200/0031 (20130101); A47B 2200/04 (20130101); A47B 2200/05 (20130101),"August 6, 1993","January 2, 1996","5,479,865",#5479865,True
8,,"08/134,655",,,22464349,A47B 49/00 (20130101); F16M 11/08 (20130101); F16M 2200/08 (20130101),"October 12, 1993","January 2, 1996","5,479,867",#5479867,True
9,,"08/410,628","Stuttgart, DE",Robert Bosch GmbH,6517219,F02D 21/08 (20130101); F02D 41/28 (20130101); F02D 41/38 (20130101); F02B 3/06 (20130101); F02D 41/005 (20130101); F02D 2041/0022 (20130101); F02D 2041/226 (20130101); F02M 26/21 (20160201); F02M 26/71 (20160201),"March 24, 1995","January 2, 1996","5,479,910",#5479910,True
10,,"08/359,429",,,23413754,B60C 5/22 (20130101); B60C 17/01 (20130101); Y10T 152/10612 (20150115),"December 20, 1994","January 2, 1996","5,479,976",#5479976,True
11,,"08/209,629","Mie, JP","Hayashiguchi Mfg. Co., Ltd.",26508627,E04F 10/0607 (20130101); E06B 9/58 (20130101); E06B 9/60 (20130101); E06B 9/68 (20130101); E06B 9/72 (20130101); E06B 9/90 (20130101); E04F 10/0648 (20130101); E04F 10/0655 (20130101); E04F 10/0662 (20130101),"March 14, 1994","January 2, 1996","5,479,979",#5479979,True
12,,"08/178,703","Dallas, TX",Halliburton,22653606,E21B 33/12 (20130101); E21B 33/1294 (20130101); E21B 34/10 (20130101),"January 10, 1994","January 2, 1996","5,479,991",#5479991,True
13,,"08/319,419","Nacka, SE",Atlas Copco Rocktech AB,20391440,B25D 9/265 (20130101); B25D 17/245 (20130101); E21B 6/00 (20130101); E21B 44/06 (20130101),"October 6, 1994","January 2, 1996","5,479,996",#5479996,True
14,,"08/317,589",,,22079579,F16D 43/208 (20130101),"October 3, 1994","January 2, 1996","5,480,015",#5480015,True
