,Applicant Country,Applicant Number,Assignee Location,Assignee Name,Family ID,Fields,File Date,Patent Date,Patent Number,Title (Patent Number),fetched
0,,"06/232,721","Farmington, CT",USM Corporation,26811841,A43D 25/06 (20130101),"February 9, 1981","January 4, 1983","4,366,589",#4366589,True
1,,"06/175,931",,,22642242,A46B 3/04 (20130101); A46B 7/08 (20130101); A46B 9/005 (20130101); A46B 9/02 (20130101); A46D 1/08 (20130101); A46D 3/00 (20130101); A46B 13/02 (20130101); Y10S 15/05 (20130101); A46B 2200/1066 (20130101),"August 6, 1980","January 4, 1983","4,366,592",#4366592,True
2,,"06/178,320","White Plains, NY",AMF Incorporated,22652081,E05F 15/649 (20150115); E05Y 2900/20 (20130101); Y10T 16/56 (20150115),"August 15, 1980","January 4, 1983","4,366,595",#4366595,True
3,,"06/182,771","Wichita Falls, TX","Walker-Neer Mfg. Co., Inc.",22669953,E21B 19/06 (20130101); E21B 19/16 (20130101); E21B 19/155 (20130101),"August 29, 1980","January 4, 1983","4,366,606",#4366606,True
4,,"06/226,350","Dayton, OH",Dayco Corporation,26757669,B29C 45/1418 (20130101); B29C 45/14491 (20130101); F16H 55/48 (20130101); B29C 45/14467 (20130101); Y10T 29/4946 (20150115); B29L 2031/32 (20130101); B29K 2705/00 (20130101),"January 19, 1981","January 4, 1983","4,366,609",#4366609,True
5,,"06/217,497","Armonk, NY",IBM Corporation,22811336,H01L 27/10873 (20130101); H01L 29/78 (20130101); H01L 29/0847 (20130101),"December 17, 1980","January 4, 1983","4,366,613",#4366613,True
6,,"06/240,124",,,20340430,G01B 3/1084 (20130101); G01B 7/026 (20130101); G01B 3/1082 (20130101); G01B 2003/1094 (20130101); G01B 2003/1069 (20130101),"March 5, 1981","January 4, 1983","4,366,623",#4366623,True
7,,"06/227,758",,,6094075,F41G 1/04 (20130101),"January 23, 1981","January 4, 1983","4,366,625",#4366625,True
8,,"06/207,993","Deerfield, IL","Fiat-Allis Construction Machinery, Inc.",22772807,E02F 3/655 (20130101); E02F 3/6481 (20130101),"November 18, 1980","January 4, 1983","4,366,635",#4366635,True
9,,"06/173,877",,,22633887,A01K 97/10 (20130101),"July 31, 1980","January 4, 1983","4,366,640",#4366640,True
10,,"06/232,759","Hawthorne, CA","Mattel, Inc.",22874451,A63H 17/38 (20130101),"February 9, 1981","January 4, 1983","4,366,645",#4366645,True
11,,"06/252,503","Denver, CO",Mile High Equipment Company,22956283,F25C 1/12 (20130101),"April 8, 1981","January 4, 1983","4,366,679",#4366679,True
12,,"06/270,040",,,23029643,G01N 7/10 (20130101),"June 3, 1981","January 4, 1983","4,366,700",#4366700,True
13,,"06/247,199","Schenectady, NY",General Electric Company,22934002,G01N 29/11 (20130101); G01N 29/221 (20130101); G01N 29/223 (20130101); G01N 29/225 (20130101); G01N 2291/102 (20130101); G01N 2291/015 (20130101); G01N 2291/0231 (20130101); G01N 2291/0237 (20130101),"March 25, 1981","January 4, 1983","4,366,713",#4366713,True
14,,"06/233,110","Danbury, CT",Union Carbide Corporation,22875923,G01N 1/1409 (20130101),"February 10, 1981","January 4, 1983","4,366,721",#4366721,True
15,,"06/176,826","Racine, WI",J. I. Case Company,22646006,F04B 1/0535 (20130101); F04B 1/0439 (20130101),"August 11, 1980","January 4, 1983","4,366,747",#4366747,True
16,,"06/189,543","Krefeld, DE",Maschinenfabrik Carl Zangs Aktiengesellschaft,6707676,D05C 7/04 (20130101),"September 22, 1980","January 4, 1983","4,366,763",#4366763,True
17,,"06/176,392","St. Louis, MO",Kellwood Company,22644173,D05B 23/00 (20130101); D05D 2205/32 (20130101); D05D 2207/04 (20130101); Y10S 112/02 (20130101); D05D 2305/06 (20130101); D05D 2305/12 (20130101); D05D 2303/02 (20130101),"August 8, 1980","January 4, 1983","4,366,764",#4366764,True
18,,"05/901,484","Munich, DE",Siemens Aktiengesellschaft,6011305,H01B 13/323 (20130101); Y10T 428/2971 (20150115),"May 1, 1978","January 4, 1983","4,366,770",#4366770,True
19,,"06/247,929","Beaumont S/Oise, FR","Paquet Thermique, S.A.",26221682,F24H 1/403 (20130101); F24H 9/1836 (20130101); F24H 9/02 (20130101); F24H 2203/00 (20130101),"March 26, 1981","January 4, 1983","4,366,778",#4366778,True
20,,"06/243,977","Dearborn, MI",Ford Motor Company,22920885,F01M 3/04 (20130101); F02B 75/12 (20130101); F02B 1/04 (20130101),"March 16, 1981","January 4, 1983","4,366,780",#4366780,True
21,,"06/286,992","Stamford, CT",Conoco Inc.,23101012,F02M 27/02 (20130101); F02B 51/02 (20130101); F02B 1/02 (20130101); F02B 11/02 (20130101); Y02T 10/126 (20130101),"July 27, 1981","January 4, 1983","4,366,782",#4366782,True
22,,"06/244,245",,,22921968,F01B 3/0079 (20130101); F01B 3/04 (20130101); F02B 75/16 (20130101); F02B 75/34 (20130101); F02B 75/26 (20130101); Y10S 123/03 (20130101); F02B 2075/025 (20130101),"March 16, 1981","January 4, 1983","4,366,784",#4366784,True
23,,"06/257,327","Bangor, ME",Board of Trustees of the University of Maine,22975842,F23B 5/04 (20130101),"April 24, 1981","January 4, 1983","4,366,805",#4366805,True
24,,"06/178,883","London, GB2",British-American Tobacco Company Limited,10507454,A24D 3/08 (20130101),"August 18, 1980","January 4, 1983","4,366,826",#4366826,True
25,,"06/255,252","Duncan, OK",Halliburton Company,26736051,E21B 33/1246 (20130101); E21B 33/1272 (20130101); E21B 49/087 (20130101); E21B 43/00 (20130101); Y10T 137/8593 (20150401); Y10T 137/7929 (20150401),"April 17, 1981","January 4, 1983","4,366,862",#4366862,True
26,,"06/324,084","Annemasse, FR",Terraillon,4328567,G01L 1/2256 (20130101); G01G 3/147 (20130101),"November 23, 1981","January 4, 1983","4,366,874",#4366874,True
27,,"06/250,752","Peoria, IL",Caterpillar Tractor Co.,26762727,B60K 23/02 (20130101); F02N 19/001 (20130101); F16D 25/087 (20130101); F16D 25/14 (20130101); F16D 48/04 (20130101); F16D 48/02 (20130101); Y10T 477/71 (20150115); F16D 2048/0221 (20130101); Y10T 477/75 (20150115),"June 30, 1980","January 4, 1983","4,366,890",#4366890,True
28,,"06/344,397","Indianapolis, IN",Pentek Corporation,26833160,B65G 13/11 (20130101),"February 1, 1982","January 4, 1983","4,366,894",#4366894,True
29,,"06/090,432","London, GB2",Molins Limited,10500721,A24C 5/352 (20130101); A24C 5/35 (20130101),"November 1, 1979","January 4, 1983","4,366,895",#4366895,True
30,,"06/141,805",,,22497344,A01D 89/003 (20130101); B65G 17/42 (20130101); Y10T 16/553 (20150115); B65G 2201/02 (20130101),"April 21, 1980","January 4, 1983","4,366,898",#4366898,True
31,,"06/257,637",,,22977104,A61J 7/0007 (20130101); B02C 19/08 (20130101); Y10S 241/27 (20130101),"April 27, 1981","January 4, 1983","4,366,930",#4366930,True
32,,"06/184,445","Verden, DE",Focke & Co.,6081154,B65H 16/04 (20130101); B65H 19/123 (20130101); B65H 23/0216 (20130101); B65H 26/025 (20130101); B65H 23/0326 (20130101); B65H 2403/52 (20130101); B65H 2301/413243 (20130101),"September 5, 1980","January 4, 1983","4,366,932",#4366932,True
33,,"06/247,506","Murray Hill, NJ","Bell Telephone Laboratories, Incorporated",22935179,F16G 11/02 (20130101); F16L 3/14 (20130101); Y10S 174/08 (20130101),"March 25, 1981","January 4, 1983","4,366,938",#4366938,True
34,,"06/198,133","Garmisch-Partenkirchen, DE",Hannes Marker,6063545,A63C 7/1013 (20130101); A63C 9/082 (20130101); A63C 7/1033 (20130101); A63C 9/084 (20130101),"October 21, 1980","January 4, 1983","4,366,968",#4366968,True
35,,"06/208,862","Grand Junction, CO","Occidental Oil Shale, Inc.",22776336,E21B 43/248 (20130101); E21C 41/24 (20130101); E21B 43/305 (20130101),"November 21, 1980","January 4, 1983","4,366,987",#4366987,True
36,,"06/269,063","Detroit, MI",Federal-Mogul Corporation,23025640,F16C 27/066 (20130101); F16C 19/08 (20130101); Y10T 29/49696 (20150115); F16C 2310/00 (20130101),"January 26, 1981","January 4, 1983","4,366,995",#4366995,True
37,,"06/206,791","Southfield, MI",The Bendix Corporation,22767984,H01R 13/623 (20130101); H01R 13/625 (20130101),"November 14, 1980","January 4, 1983","4,367,002",#4367002,True
38,,"06/233,512","Paris, FR",Quartz & Silice,9238625,C03B 37/014 (20130101); C03B 37/01413 (20130101); C03B 37/01426 (20130101); C03B 37/01823 (20130101); C03B 2207/87 (20130101); C03B 2201/42 (20130101); Y10S 65/16 (20130101); C03B 2207/86 (20130101); C03B 2201/12 (20130101),"February 11, 1981","January 4, 1983","4,367,013",#4367013,True
